algorithm,n,time
hashmap,42,0.133436918258667

hashmap,42,0.12847185134887695

hashmap,59,0.12702536582946777

hashmap,59,0.13120174407958984

hashmap,59,0.13676714897155762

hashmap,59,0.13161921501159668

hashmap,59,0.1441051959991455

hashmap,84,0.13837504386901855

hashmap,84,0.13501691818237305

hashmap,84,0.12231302261352539

hashmap,84,0.1340782642364502

hashmap,84,0.12478017807006836

hashmap,118,0.15358924865722656

hashmap,118,0.15140414237976074

hashmap,118,0.14994311332702637

hashmap,118,0.17470049858093262

hashmap,118,0.15151476860046387

hashmap,167,0.15344452857971191

hashmap,167,0.1493997573852539

hashmap,167,0.17987728118896484

hashmap,167,0.1560072898864746

hashmap,167,0.14462852478027344

hashmap,235,0.1506185531616211

hashmap,235,0.15391254425048828

hashmap,235,0.14026618003845215

hashmap,235,0.14624691009521484

hashmap,235,0.14920568466186523

hashmap,332,0.16402196884155273

hashmap,332,0.14552044868469238

hashmap,332,0.14087891578674316

hashmap,332,0.14926719665527344

hashmap,332,0.14001774787902832

hashmap,468,0.1531848907470703

hashmap,468,0.1439800262451172

hashmap,468,0.13249802589416504

hashmap,468,0.1427605152130127

hashmap,468,0.15093541145324707

hashmap,660,0.17647242546081543

hashmap,660,0.17133784294128418

hashmap,660,0.16867518424987793

hashmap,660,0.17933273315429688

hashmap,660,0.1709909439086914

hashmap,931,0.15026378631591797

hashmap,931,0.15937280654907227

hashmap,931,0.1451570987701416

hashmap,931,0.15475177764892578

hashmap,931,0.1598803997039795

hashmap,1313,0.16187500953674316

hashmap,1313,0.16261768341064453

hashmap,1313,0.16079974174499512

hashmap,1313,0.16007113456726074

hashmap,1313,0.16965556144714355

hashmap,1852,0.18599629402160645

hashmap,1852,0.17491412162780762

hashmap,1852,0.1852855682373047

hashmap,1852,0.17969846725463867

hashmap,1852,0.16936373710632324

hashmap,2611,0.21024703979492188

hashmap,2611,0.23573541641235352

hashmap,2611,0.20744991302490234

hashmap,2611,0.20455098152160645

hashmap,2611,0.19084548950195312

hashmap,3682,0.2409043312072754

hashmap,3682,0.2501356601715088

hashmap,3682,0.24979138374328613

hashmap,3682,0.2389674186706543

hashmap,3682,0.24796509742736816

hashmap,5192,0.3772566318511963

hashmap,5192,0.35758256912231445

hashmap,5192,0.36478638648986816

hashmap,5192,0.3550291061401367

hashmap,5192,0.3803591728210449

hashmap,7321,0.49205684661865234

hashmap,7321,0.6332573890686035

hashmap,7321,0.9319214820861816

hashmap,7321,0.7200000286102295

hashmap,7321,0.7277612686157227

hashmap,10323,1.0904924869537354

hashmap,10323,1.0493919849395752

hashmap,10323,0.9726779460906982

hashmap,10323,0.8936810493469238

hashmap,10323,0.8951566219329834

hashmap,14556,1.3600170612335205

hashmap,14556,1.3850576877593994

hashmap,14556,1.3542044162750244

hashmap,14556,1.4094653129577637

hashmap,14556,1.4478132724761963

hashmap,20525,2.996173858642578

hashmap,20525,3.0252761840820312

hashmap,20525,3.0505974292755127

hashmap,20525,3.15779447555542

hashmap,20525,3.02007794380188

hashmap,28940,4.996674299240112

hashmap,28940,5.456995248794556

hashmap,28940,5.02659797668457

hashmap,28940,4.958886384963989

hashmap,28940,5.0749616622924805

hashmap,40805,11.690714597702026

hashmap,40805,11.969892024993896

hashmap,40805,11.724905014038086

hashmap,40805,12.003318786621094

hashmap,40805,11.880376100540161

hashmap,57536,20.17056941986084

hashmap,57536,20.120301961898804

hashmap,57536,20.50948739051819

hashmap,57536,20.358771085739136

hashmap,57536,20.331297874450684

